Cochrane.Review.ID	Author.s.	Title	Year	Keywords	DOI	URL	Cochrane.Review.Group.Code	base_id	version
CD000004.PUB2	Hofmeyr, GJ	Abdominal decompression for suspected fetal compromise/pre‐eclampsia	2012	Estriol [blood]; Female; Fetal Development; Fetal Diseases [*prevention & control]; Fetal Distress [therapy]; Humans; Lower Body Negative Pressure [*methods]; Pregnancy; Pregnancy Outcome; Pre‐Eclampsia [*prevention & control]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000004.pub2	http://dx.doi.org/10.1002/14651858.CD000004.pub2	Pregnancy and Childbirth	CD000004	2
CD000005.PUB2	Wilkinson, CS; Enkin, MW	Absorbable staples for uterine incision at caesarean section	2006	*Cesarean Section; *Sutures; Female; Humans; Pregnancy	10.1002/14651858.CD000005.pub2	http://dx.doi.org/10.1002/14651858.CD000005.pub2	Pregnancy and Childbirth	CD000005	2
CD000006.PUB2	Kettle, C; Dowswell, T; Ismail, KMK	Absorbable suture materials for primary repair of episiotomy and second degree tears	2010	*Sutures; Absorbable Implants; Catgut; Delivery, Obstetric [*adverse effects]; Episiotomy [adverse effects]; Female; Humans; Perineum [*injuries, surgery]; Polyglactin 910; Polyglycolic Acid; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000006.pub2	http://dx.doi.org/10.1002/14651858.CD000006.pub2	Pregnancy and Childbirth	CD000006	2
CD000007.PUB2	Prendiville, WJP; Elbourne, D; McDonald, SJ	Active versus expectant management in the third stage of labour	2009	*Labor Stage, Third; Delivery, Obstetric [*methods]; Female; Humans; Postpartum Hemorrhage [*prevention & control]; Pregnancy	10.1002/14651858.CD000007.pub2	http://dx.doi.org/10.1002/14651858.CD000007.pub2	Pregnancy and Childbirth	CD000007	2
CD000008.PUB2	McCarney, RW; Brinkhaus, B; Lasserson, TJ; Linde, K	Acupuncture for chronic asthma	2003	*Acupuncture Therapy; Asthma [*therapy]; Chronic Disease; Humans; Randomized Controlled Trials as Topic	10.1002/14651858.CD000008.pub2	http://dx.doi.org/10.1002/14651858.CD000008.pub2	Airways	CD000008	2
CD000009.PUB4	White, AR; Rampes, H; Liu, JP; Stead, LF; Campbell, J	Acupuncture and related interventions for smoking cessation	2014	*Acupuncture Therapy; Acupressure; Electric Stimulation Therapy; Humans; Laser Therapy; Randomized Controlled Trials as Topic; Smoking Cessation [*methods]; Smoking [*therapy]; Tobacco Use Cessation Devices; Treatment Outcome	10.1002/14651858.CD000009.pub4	http://dx.doi.org/10.1002/14651858.CD000009.pub4	Tobacco Addiction	CD000009	4
CD000010	Volmink, J; Garner, P	Interventions for promoting adherence to tuberculosis management	2000	*Patient Compliance; Antitubercular Agents [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Tuberculosis, Pulmonary [*drug therapy, prevention & control]	10.1002/14651858.CD000010	http://dx.doi.org/10.1002/14651858.CD000010	Infectious Diseases	CD000010	1
CD000011.PUB4	Nieuwlaat, R; Wilczynski, N; Navarro, T; Hobson, N; Jeffery, R; Keepanasseril, A; Agoritsas, T; Mistry, N; Iorio, A; Jack, S; Sivaramalingam, B; Iserman, E; Mustafa, RA; Jedraszewski, D; Cotoi, C; Haynes, RB	Interventions for enhancing medication adherence	2014	*Drug Therapy; *Medication Adherence; Humans; Patient Education as Topic; Publication Bias; Randomized Controlled Trials as Topic; Self Administration	10.1002/14651858.CD000011.pub4	http://dx.doi.org/10.1002/14651858.CD000011.pub4	Consumers and Communication	CD000011	4
CD000012.PUB4	Hodnett, ED; Downe, S; Walsh, D	Alternative versus conventional institutional settings for birth	2012	Analgesia, Epidural [statistics & numerical data]; Analgesia, Obstetrical [statistics & numerical data]; Birthing Centers [organization & administration, *standards]; Breast Feeding [statistics & numerical data]; Confidence Intervals; Delivery Rooms; Female; Humans; Interior Design and Furnishings; Odds Ratio; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000012.pub4	http://dx.doi.org/10.1002/14651858.CD000012.pub4	Pregnancy and Childbirth	CD000012	4
CD000013.PUB2	Hofmeyr, GJ; Lawrie, TA	Amnioinfusion for potential or suspected umbilical cord compression in labour	2012	*Heart Rate, Fetal; *Umbilical Cord; Amnion; Cesarean Section [statistics & numerical data]; Constriction, Pathologic [therapy]; Endometritis [prevention & control]; Female; Fetal Distress [*therapy]; Humans; Injections [methods]; Meconium; Oligohydramnios [*therapy]; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000013.pub2	http://dx.doi.org/10.1002/14651858.CD000013.pub2	Pregnancy and Childbirth	CD000013	2
CD000014.PUB4	Hofmeyr, GJ; Xu, H; Eke, AC	Amnioinfusion for meconium‐stained liquor in labour	2014	*Amnion; *Meconium; Cesarean Section [statistics & numerical data]; Female; Humans; Infant, Newborn; Injections; Meconium Aspiration Syndrome [*prevention & control]; Obstetric Labor Complications [*prevention & control]; Perinatal Mortality; Pregnancy; Randomized Controlled Trials as Topic; Sodium Chloride [*administration & dosage]	10.1002/14651858.CD000014.pub4	http://dx.doi.org/10.1002/14651858.CD000014.pub4	Pregnancy and Childbirth	CD000014	4
CD000015.PUB2	Fraser, WD; Turcot, L; Krauss, I; Brisson‐Carrol, G	Amniotomy for shortening spontaneous labour	2006	*Labor, Obstetric; Amnion [*surgery]; Cesarean Section; Female; Humans; Obstetric Labor Complications [*prevention & control]; Pregnancy	10.1002/14651858.CD000015.pub2	http://dx.doi.org/10.1002/14651858.CD000015.pub2	Pregnancy and Childbirth	CD000015	2
CD000016	Olliaro, PL; Mussano, P	Amodiaquine for treating malaria	2003	Amodiaquine [*therapeutic use]; Antimalarials [*therapeutic use]; Chloroquine [therapeutic use]; Drug Combinations; Humans; Malaria, Falciparum [*drug therapy]; Pyrimethamine [therapeutic use]; Randomized Controlled Trials as Topic; Sulfadoxine [therapeutic use]	10.1002/14651858.CD000016	http://dx.doi.org/10.1002/14651858.CD000016	Infectious Diseases	CD000016	1
CD000017.PUB2	Fowkes, G; Gillespie, IN	Angioplasty (versus non surgical management) for intermittent claudication	2018	*Angioplasty, Balloon; Humans; Intermittent Claudication [*therapy]	10.1002/14651858.CD000017.pub2	http://dx.doi.org/10.1002/14651858.CD000017.pub2	Vascular	CD000017	2
CD000018.PUB2	Handoll, HHG; Rowe, BH; Quinn, KM; de Bie, R	Interventions for preventing ankle ligament injuries	2011	*Maternal Deprivation; Adolescent; Adult; Affective Symptoms [diagnosis, psychology]; Age Factors; Child; Cohort Studies; Female; Humans; Infant; Infant, Newborn; Longitudinal Studies; Male; New York; Object Attachment; Personality Development; Prospective Studies; Risk Factors; Schizotypal Personality Disorder [*diagnosis, psychology]	10.1002/14651858.CD000018.pub2	http://dx.doi.org/10.1002/14651858.CD000018.pub2	Bone, Joint and Muscle Trauma	CD000018	2
CD000019.PUB3	Crowther, CA; Alfirevic, Z; Han, S; Haslam, RR	Thyrotropin‐releasing hormone added to corticosteroids for women at risk of preterm birth for preventing neonatal respiratory disease	2013	*Obstetric Labor, Premature; Drug Therapy, Combination [methods]; Female; Glucocorticoids [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Pregnancy; Randomized Controlled Trials as Topic; Respiratory Distress Syndrome, Newborn [*prevention & control]; Thyrotropin‐Releasing Hormone [adverse effects, *therapeutic use]	10.1002/14651858.CD000019.pub3	http://dx.doi.org/10.1002/14651858.CD000019.pub3	Pregnancy and Childbirth	CD000019	3
CD000020.PUB3	McBain, RD; Crowther, CA; Middleton, P	Anti‐D administration in pregnancy for preventing Rhesus alloimmunisation	2015	Female; Humans; Immunologic Factors [*therapeutic use]; Pregnancy; Pregnancy Trimester, Third; Randomized Controlled Trials as Topic; Rh Isoimmunization [*prevention & control]; Rho(D) Immune Globulin [*therapeutic use]	10.1002/14651858.CD000020.pub3	http://dx.doi.org/10.1002/14651858.CD000020.pub3	Pregnancy and Childbirth	CD000020	3
CD000021	Crowther, CA; Middleton, P	Anti‐D administration after childbirth for preventing Rhesus alloimmunisation	1997	Female; Humans; Postpartum Period; Rh Isoimmunization [*prevention & control]; Rho(D) Immune Globulin [*therapeutic use]	10.1002/14651858.CD000021	http://dx.doi.org/10.1002/14651858.CD000021	Pregnancy and Childbirth	CD000021	1
CD000022.PUB4	Minozzi, S; Pifferi, S; Brazzi, L; Pecoraro, V; Montrucchio, G; D'Amico, R	Topical antibiotic prophylaxis to reduce respiratory tract infections and mortality in adults receiving mechanical ventilation	2021	Administration, Topical; Adult; Anti-Bacterial Agents [*administration & dosage, adverse effects]; Antibiotic Prophylaxis [adverse effects, *methods]; Bias; Critical Care; Cross Infection [mortality, prevention & control]; Hospital Mortality; Humans; Pneumonia, Ventilator-Associated [mortality, *prevention & control]; Randomized Controlled Trials as Topic; Respiration, Artificial [*adverse effects]; Respiratory Tract Infections [mortality, *prevention & control]	10.1002/14651858.CD000022.pub4	http://dx.doi.org/10.1002/14651858.CD000022.pub4	Acute Respiratory Infections	CD000022	4
CD000023.PUB5	Spinks, A; Glasziou, PP; Del Mar, CB	Antibiotics for treatment of sore throat in children and adults	2021	*Otitis Media [drug therapy]; *Pharyngitis [drug therapy]; Adult; Anti-Bacterial Agents [therapeutic use]; Child; Fever [drug therapy]; Humans; Infant; Pain [drug therapy]	10.1002/14651858.CD000023.pub5	http://dx.doi.org/10.1002/14651858.CD000023.pub5	Acute Respiratory Infections	CD000023	5
CD000024.PUB5	Wang, X; Ouyang, M; Yang, J; Song, L; Yang, M; Anderson, CS	Anticoagulants for acute ischaemic stroke	2021	*Brain Ischemia [drug therapy]; *Ischemic Stroke; *Stroke [drug therapy, prevention & control]; Activities of Daily Living; Anticoagulants [adverse effects]; Heparin [adverse effects]; Humans; Systematic Reviews as Topic	10.1002/14651858.CD000024.pub5	http://dx.doi.org/10.1002/14651858.CD000024.pub5	Stroke	CD000024	5
CD000025.PUB2	Duley, L; Gülmezoglu, AM; Henderson‐Smart, DJ; Chou, D	Magnesium sulphate and other anticonvulsants for women with pre‐eclampsia	2010	Anticonvulsants [adverse effects, *therapeutic use]; Eclampsia [prevention & control]; Female; Humans; Magnesium Sulfate [adverse effects, *therapeutic use]; Pre-Eclampsia [*drug therapy]; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000025.pub2	http://dx.doi.org/10.1002/14651858.CD000025.pub2	Pregnancy and Childbirth	CD000025	2
CD000026.PUB2	Gøtzsche, PC; Johansen, HK	Routine versus selective antifungal administration for control of fungal infections in patients with cancer	2014	Antifungal Agents [*therapeutic use]; Humans; Immunocompromised Host; Mycoses [complications, mortality, *prevention & control]; Neoplasms [*complications, immunology, mortality]; Neutropenia [complications]; Opportunistic Infections [complications, mortality, *prevention & control]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000026.pub2	http://dx.doi.org/10.1002/14651858.CD000026.pub2	Gynaecological, Neuro-oncology and Orphan Cancer	CD000026	2
CD000027.PUB2	Young, G; Jewell, D	Antihistamines versus aspirin for itching in late pregnancy	2010	Antipruritics [*therapeutic use]; Aspirin [*therapeutic use]; Chlorpheniramine [*therapeutic use]; Female; Histamine H1 Antagonists [*therapeutic use]; Humans; Pregnancy; Pregnancy Complications [*drug therapy]; Pregnancy Trimester, Third; Pruritus [*drug therapy]	10.1002/14651858.CD000027.pub2	http://dx.doi.org/10.1002/14651858.CD000027.pub2	Pregnancy and Childbirth	CD000027	2
CD000028.PUB3	Musini, VM; Tejani, AM; Bassett, K; Puil, L; Wright, JM	Pharmacotherapy for hypertension in adults 60 years or older	2019	*Antihypertensive Agents [therapeutic use]; *Hypertension [drug therapy]; Aged; Aged, 80 and over; Coronary Disease [prevention & control]; Humans; Middle Aged; Randomized Controlled Trials as Topic; Stroke [prevention & control]	10.1002/14651858.CD000028.pub3	http://dx.doi.org/10.1002/14651858.CD000028.pub3	Hypertension	CD000028	3
CD000029.PUB4	Minhas, JS; Chithiramohan, T; Wang, X; Barnes, SC; Clough, RH; Kadicheeni, M; Beishon, LC; Robinson, T	Oral antiplatelet therapy for acute ischaemic stroke	2022	*Brain Ischemia [drug therapy]; *Ischemic Stroke; *Stroke [drug therapy]; Aspirin [adverse effects]; Humans; Platelet Aggregation Inhibitors [adverse effects]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000029.pub4	http://dx.doi.org/10.1002/14651858.CD000029.pub4	Stroke	CD000029	4
CD000030.PUB2	Duggan, L; Brylewski, J	Antipsychotic medication versus placebo for people with both schizophrenia and learning disability	2004	Adult; Antipsychotic Agents [*therapeutic use]; Humans; Learning Disabilities [complications, *drug therapy]; Schizophrenia [complications, *drug therapy]	10.1002/14651858.CD000030.pub2	http://dx.doi.org/10.1002/14651858.CD000030.pub2	Schizophrenia	CD000030	2
CD000031.PUB6	Hajizadeh, A; Howes, S; Theodoulou, A; Klemperer, E; Hartmann-Boyce, J; Livingstone-Banks, J; Lindson, N	Antidepressants for smoking cessation	2023	*Smoking Cessation [methods]; Adolescent; Adult; Antidepressive Agents [adverse effects]; Bupropion [adverse effects]; Child; Humans; Nicotinic Agonists [adverse effects]; Nortriptyline [adverse effects]; Varenicline [adverse effects]; Young Adult	10.1002/14651858.CD000031.pub6	http://dx.doi.org/10.1002/14651858.CD000031.pub6	Tobacco Addiction	CD000031	6
CD000032.PUB3	Ota, E; Hori, H; Mori, R; Tobe‐Gai, R; Farrar, D	Antenatal dietary education and supplementation to increase energy and protein intake	2015	*Energy Intake; Diet [*methods]; Dietary Proteins [*administration & dosage]; Dietary Supplements; Female; Fetal Development; Humans; Pregnancy; Pregnancy Outcome; Premature Birth [prevention & control]; Prenatal Care [*methods]; Prenatal Education [*methods]; Randomized Controlled Trials as Topic; Stillbirth; Weight Gain	10.1002/14651858.CD000032.pub3	http://dx.doi.org/10.1002/14651858.CD000032.pub3	Pregnancy and Childbirth	CD000032	3
CD000033.PUB2	Roberts, I; Sydenham, E	Barbiturates for acute traumatic brain injury	2012	Barbiturates [adverse effects, *therapeutic use]; Brain Injuries [*complications, drug therapy, mortality]; Central Nervous System Agents [adverse effects, *therapeutic use]; Cerebrovascular Circulation [drug effects]; Humans; Hypotension [chemically induced]; Intracranial Hypertension [etiology, *prevention & control]; Intracranial Pressure [drug effects]; Randomized Controlled Trials as Topic; Risk	10.1002/14651858.CD000033.pub2	http://dx.doi.org/10.1002/14651858.CD000033.pub2	Injuries	CD000033	2
CD000034	Say, L; Gülmezoglu, AM; Hofmeyr, GJ	Bed rest in hospital for suspected impaired fetal growth	1996	*Bed Rest; *Hospitalization; Female; Fetal Growth Retardation [*prevention & control]; Fetal Weight; Humans; Pregnancy	10.1002/14651858.CD000034	http://dx.doi.org/10.1002/14651858.CD000034	Pregnancy and Childbirth	CD000034	1
CD000035	Kulier, R; Hofmeyr, GJ	Tocolytics for suspected intrapartum fetal distress	1998	Female; Fetal Distress [*drug therapy]; Hexoprenaline [therapeutic use]; Humans; Magnesium Sulfate [therapeutic use]; Obstetric Labor Complications [*drug therapy]; Pregnancy; Terbutaline [therapeutic use]; Tocolytic Agents [*therapeutic use]	10.1002/14651858.CD000035	http://dx.doi.org/10.1002/14651858.CD000035	Pregnancy and Childbirth	CD000035	1
CD000036	Say, L; Gülmezoglu, AM; Hofmeyr, GJ	Betamimetics for suspected impaired fetal growth	2001	Adrenergic beta-Agonists [*therapeutic use]; Female; Fetal Growth Retardation [*drug therapy]; Humans; Pregnancy; Randomized Controlled Trials as Topic; Ritodrine [therapeutic use]; Tocolytic Agents [*therapeutic use]	10.1002/14651858.CD000036	http://dx.doi.org/10.1002/14651858.CD000036	Pregnancy and Childbirth	CD000036	1
CD000037	Hofmeyr, GJ; Kulier, R	Tocolysis for preventing fetal distress in second stage of labour	1996	*Tocolysis; Adrenergic beta‐Agonists [therapeutic use]; Female; Fetal Distress [*prevention & control]; Humans; Labor Stage, Second; Pregnancy; Tocolytic Agents [therapeutic use]	10.1002/14651858.CD000037	http://dx.doi.org/10.1002/14651858.CD000037	Pregnancy and Childbirth	CD000037	1
CD000038.PUB2	Lalor, JG; Fawole, B; Alfirevic, Z; Devane, D	Biophysical profile for fetal assessment in high risk pregnancies	2008	*Fetal Development; *Pregnancy, High‐Risk; *Ultrasonography, Prenatal; Female; Fetal Monitoring [*methods]; Humans; Pregnancy; Randomized Controlled Trials as Topic	10.1002/14651858.CD000038.pub2	http://dx.doi.org/10.1002/14651858.CD000038.pub2	Pregnancy and Childbirth	CD000038	2
CD000039.PUB3	Bath, PMW; Krishnan, K	Interventions for deliberately altering blood pressure in acute stroke	2014	Acute Disease; Blood Pressure [*drug effects]; Calcium Channel Blockers [*therapeutic use]; Humans; Hypertension [drug therapy]; Randomized Controlled Trials as Topic; Risk; Stroke [physiopathology, *prevention & control]; Time‐to‐Treatment [statistics & numerical data]; Vasodilator Agents [*therapeutic use]	10.1002/14651858.CD000039.pub3	http://dx.doi.org/10.1002/14651858.CD000039.pub3	Stroke	CD000039	3
CD000040.PUB2	Mahomed, K	Prophylactic versus selective blood transfusion for sickle cell anaemia during pregnancy	2006	*Blood Transfusion; Anemia, Sickle Cell [*prevention & control]; Female; Humans; Pregnancy; Pregnancy Complications, Hematologic [*prevention & control]	10.1002/14651858.CD000040.pub2	http://dx.doi.org/10.1002/14651858.CD000040.pub2	Pregnancy and Childbirth	CD000040	2
CD000044.PUB2	Hughes, E; Collins, J; Vandekerckhove, P	Bromocriptine for unexplained subfertility in women	1996	Bromocriptine [*therapeutic use]; Female; Hormone Antagonists [*therapeutic use]; Humans; Infertility, Female [*drug therapy]	10.1002/14651858.CD000044.pub2	http://dx.doi.org/10.1002/14651858.CD000044.pub2	Gynaecology and Fertility	CD000044	2
CD000045.PUB2	Jones, AP; Rowe, BH	Bronchopulmonary hygiene physical therapy for chronic obstructive pulmonary disease and bronchiectasis	2011	*Drainage, Postural; Bronchiectasis [*therapy]; Humans; Lung Diseases, Obstructive [*therapy]; Physical Therapy Modalities	10.1002/14651858.CD000045.pub2	http://dx.doi.org/10.1002/14651858.CD000045.pub2	Airways	CD000045	2
CD000046.PUB2	Snowden, HHM; Renfrew, MJ; Woolridge, M	Treatments for breast engorgement during lactation	2001	Breast Diseases [therapy]; Female; Humans; Lactation Disorders [*therapy]	10.1002/14651858.CD000046.pub2	http://dx.doi.org/10.1002/14651858.CD000046.pub2	Pregnancy and Childbirth	CD000046	2
CD000047.PUB2	Crowther, CA	Caesarean delivery for the second twin	2011	*Breech Presentation; *Cesarean Section; *Twins; Female; Humans; Pregnancy	10.1002/14651858.CD000047.pub2	http://dx.doi.org/10.1002/14651858.CD000047.pub2	Pregnancy and Childbirth	CD000047	2
CD000048	Henderson‐Smart, DJ; Steer, PA	Prophylactic caffeine to prevent postoperative apnoea following general anaesthesia in preterm infants	2001	Anesthesia, General [*adverse effects]; Apnea [etiology, *prevention & control]; Caffeine [*therapeutic use]; Central Nervous System Stimulants [*therapeutic use]; Humans; Infant, Newborn; Infant, Premature; Infant, Premature, Diseases [*prevention & control]; Postoperative Complications [*prevention & control]; Postoperative Period	10.1002/14651858.CD000048	http://dx.doi.org/10.1002/14651858.CD000048	Neonatal	CD000048	1
CD000049	Say, L; Gülmezoglu, AM; Hofmeyr, GJ	Calcium channel blockers for potential impaired fetal growth	1996	Calcium Channel Blockers [*therapeutic use]; Female; Fetal Growth Retardation [*drug therapy]; Flunarizine [therapeutic use]; Humans; Pregnancy	10.1002/14651858.CD000049	http://dx.doi.org/10.1002/14651858.CD000049	Pregnancy and Childbirth	CD000049	1
CD000050.PUB2	Marshall, M; Gray, A; Lockwood, A; Green, R	Case management for people with severe mental disorders	2011	*Case Management; *Community Mental Health Services; Humans; Mental Disorders [*therapy]	10.1002/14651858.CD000050.pub2	http://dx.doi.org/10.1002/14651858.CD000050.pub2	Schizophrenia	CD000050	2
CD000051.PUB2	Hofmeyr, GJ; Kulier, R	Cephalic version by postural management for breech presentation	2012	*Breech Presentation; Cesarean Section [statistics & numerical data]; Confidence Intervals; Female; Humans; Patient Positioning [*methods]; Posture; Pregnancy; Randomized Controlled Trials as Topic; Version, Fetal [*methods]	10.1002/14651858.CD000051.pub2	http://dx.doi.org/10.1002/14651858.CD000051.pub2	Pregnancy and Childbirth	CD000051	2
CD000052.PUB3	Cates, CJ; Welsh, EJ; Rowe, BH	Holding chambers (spacers) versus nebulisers for beta‐agonist treatment of acute asthma	2013	*Nebulizers and Vaporizers; Acute Disease; Adrenergic beta‐Agonists [*administration & dosage]; Adult; Anti‐Asthmatic Agents [*administration & dosage]; Asthma [*drug therapy]; Child; Child, Preschool; Emergency Service, Hospital [statistics & numerical data]; Equipment Design; Humans; Inhalation Spacers [statistics & numerical data]; Length of Stay [statistics & numerical data]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000052.pub3	http://dx.doi.org/10.1002/14651858.CD000052.pub3	Airways	CD000052	3
CD000053.PUB3	Kramer, CV; Zhang, F; Sinclair, D; Olliaro, PL	Drugs for treating urinary schistosomiasis	2014	Adult; Anthelmintics [*therapeutic use]; Artemisinins [therapeutic use]; Artesunate; Child; Humans; Mefloquine [therapeutic use]; Praziquantel [therapeutic use]; Randomized Controlled Trials as Topic; Schistosomiasis haematobia [*drug therapy]; Trichlorfon [therapeutic use]	10.1002/14651858.CD000053.pub3	http://dx.doi.org/10.1002/14651858.CD000053.pub3	Infectious Diseases	CD000053	3
CD000054	Brocklehurst, P; Rooney, G	Interventions for treating genital chlamydia trachomatis infection in pregnancy	1998	*Chlamydia trachomatis; Anti‐Bacterial Agents [*therapeutic use]; Chlamydia Infections [*drug therapy, *transmission]; Female; Genital Diseases, Female [*drug therapy]; Humans; Infectious Disease Transmission, Vertical [*prevention & control]; Pregnancy; Pregnancy Complications, Infectious [*drug therapy]	10.1002/14651858.CD000054	http://dx.doi.org/10.1002/14651858.CD000054	Pregnancy and Childbirth	CD000054	1
CD000055	Alfirevic, Z; Neilson, JP; Gosden, C	Chorion villus sampling versus amniocentesis for prenatal diagnosis	1996	*Chorionic Villi Sampling; Female; Humans; Pregnancy; Randomized Controlled Trials as Topic; Risk	10.1002/14651858.CD000055	http://dx.doi.org/10.1002/14651858.CD000055	Pregnancy and Childbirth	CD000055	1
CD000056.PUB2	Hughes, E; Collins, J; Vandekerckhove, P	Clomiphene citrate for ovulation induction in women with oligo‐amenorrhoea	1996	*Ovulation Induction; Amenorrhea [*complications]; Clomiphene [*therapeutic use]; Female; Fertility Agents, Female [*therapeutic use]; Humans; Infertility, Female [*drug therapy, etiology]; Oligomenorrhea [*complications]; Pregnancy	10.1002/14651858.CD000056.pub2	http://dx.doi.org/10.1002/14651858.CD000056.pub2	Gynaecology and Fertility	CD000056	2
CD000057.PUB2	Hughes, E; Brown, J; Collins, JJ; Vanderkerchove, P	Clomiphene citrate for unexplained subfertility in women	2010	Clomiphene [adverse effects, *therapeutic use]; Female; Fertility Agents, Female [adverse effects, *therapeutic use]; Humans; Infertility, Female [*drug therapy]; Pregnancy; Pregnancy Outcome; Pregnancy Rate; Randomized Controlled Trials as Topic	10.1002/14651858.CD000057.pub2	http://dx.doi.org/10.1002/14651858.CD000057.pub2	Gynaecology and Fertility	CD000057	2
CD000058.PUB2	Gourlay, SG; Stead, LF; Benowitz, N	Clonidine for smoking cessation	2004	*Smoking Cessation; Clonidine [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Smoking Prevention	10.1002/14651858.CD000058.pub2	http://dx.doi.org/10.1002/14651858.CD000058.pub2	Tobacco Addiction	CD000058	2
CD000059.PUB2	Essali, A; Al‐Haj Haasan, N; Li, C; Rathbone, J	Clozapine versus typical neuroleptic medication for schizophrenia	2009	Age Factors; Antipsychotic Agents [adverse effects, *therapeutic use]; Clozapine [adverse effects, *therapeutic use]; Humans; Randomized Controlled Trials as Topic; Schizophrenia [*drug therapy]	10.1002/14651858.CD000059.pub2	http://dx.doi.org/10.1002/14651858.CD000059.pub2	Schizophrenia	CD000059	2
CD000060.PUB2	Griffiths, B; Ducharme, FM	Combined inhaled anticholinergics and short‐acting beta2‐agonists for initial treatment of acute asthma in children	2013	Administration, Inhalation; Adolescent; Adrenergic beta‐2 Receptor Agonists [administration & dosage, *therapeutic use]; Asthma [*drug therapy]; Atropine [administration & dosage, therapeutic use]; Child; Child, Preschool; Cholinergic Antagonists [administration & dosage, *therapeutic use]; Disease Progression; Drug Therapy, Combination [methods]; Hospitalization [statistics & numerical data]; Humans; Infant; Ipratropium [administration & dosage, therapeutic use]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000060.pub2	http://dx.doi.org/10.1002/14651858.CD000060.pub2	Airways	CD000060	2
CD000061	Daya, S	Follicle‐stimulating hormone and human menopausal gonadotropin for ovarian stimulation in assisted reproduction cycles	1996	*Ovulation Induction; Female; Fertilization in Vitro [*drug effects]; Follicle Stimulating Hormone [*therapeutic use]; Humans; Menotropins [*therapeutic use]; Pregnancy	10.1002/14651858.CD000061	http://dx.doi.org/10.1002/14651858.CD000061	Gynaecology and Fertility	CD000061	1
CD000062.PUB2	Hodnett, ED	Continuity of caregivers for care during pregnancy and childbirth	2008	*Continuity of Patient Care; *Postnatal Care; *Prenatal Care; Female; Humans; Infant, Newborn; Maternal‐Child Nursing; Midwifery; Pregnancy	10.1002/14651858.CD000062.pub2	http://dx.doi.org/10.1002/14651858.CD000062.pub2	Pregnancy and Childbirth	CD000062	2
CD000063.PUB2	Thacker, SB; Stroup, D; Chang, MH	Continuous electronic heart rate monitoring for fetal assessment during labor	2006	*Labor, Obstetric; Cardiotocography [*methods]; Female; Humans; Infant, Newborn; Infant, Newborn, Diseases [prevention & control]; Pregnancy; Randomized Controlled Trials as Topic; Seizures [prevention & control]	10.1002/14651858.CD000063.pub2	http://dx.doi.org/10.1002/14651858.CD000063.pub2	Pregnancy and Childbirth	CD000063	2
CD000064.PUB2	Sandercock, PAG; Soane, T	Corticosteroids for acute ischaemic stroke	2011	Anti‐Inflammatory Agents [*therapeutic use]; Brain Edema [*drug therapy, etiology]; Brain Ischemia [complications, drug therapy]; Glucocorticoids [*therapeutic use]; Humans; Randomized Controlled Trials as Topic; Steroids; Stroke [complications, *drug therapy]	10.1002/14651858.CD000064.pub2	http://dx.doi.org/10.1002/14651858.CD000064.pub2	Stroke	CD000064	2
CD000065.PUB2	Crowley, P	Prophylactic corticosteroids for preterm birth	2006	*Obstetric Labor, Premature; Female; Glucocorticoids [*therapeutic use]; Humans; Infant, Newborn; Pregnancy; Respiratory Distress Syndrome, Newborn [*prevention & control]	10.1002/14651858.CD000065.pub2	http://dx.doi.org/10.1002/14651858.CD000065.pub2	Pregnancy and Childbirth	CD000065	2
CD000066.PUB2	Brennan, M; Young, G; Devane, D	Topical preparations for preventing stretch marks in pregnancy	2012	Cosmetics; Dermatologic Agents [*administration & dosage]; Female; Humans; Ointments; Pregnancy; Randomized Controlled Trials as Topic; Skin; Striae Distensae [*prevention & control]	10.1002/14651858.CD000066.pub2	http://dx.doi.org/10.1002/14651858.CD000066.pub2	Pregnancy and Childbirth	CD000066	2
CD000067.PUB3	Chande, N; Patton, PH; Tsoulis, DJ; Thomas, BS; MacDonald, JK	Azathioprine or 6‐mercaptopurine for maintenance of remission in Crohn's disease	2015	Azathioprine [adverse effects, *therapeutic use]; Crohn Disease [drug therapy, *prevention & control]; Humans; Immunosuppressive Agents [*therapeutic use]; Maintenance Chemotherapy [*methods]; Mercaptopurine [adverse effects, *therapeutic use]; Prodrugs [*therapeutic use]; Randomized Controlled Trials as Topic	10.1002/14651858.CD000067.pub3	http://dx.doi.org/10.1002/14651858.CD000067.pub3	Gut	CD000067	3
